epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
365,38090.7,0.60256,0.28565,0.90962,0.94869,0.97137,0.95823,0.76665,0.88339,0.41686,1.11585,0.0027928,0.0027928,0.0027928
366,38195.7,0.60866,0.28963,0.90911,0.94866,0.97139,0.95812,0.76714,0.88273,0.41668,1.1154,0.002773,0.002773,0.002773
367,38300.8,0.59783,0.28439,0.90805,0.94865,0.97139,0.95798,0.76721,0.88255,0.41686,1.11542,0.0027532,0.0027532,0.0027532
368,38403.7,0.59692,0.28457,0.90786,0.94869,0.97138,0.9579,0.76724,0.8824,0.41719,1.1154,0.0027334,0.0027334,0.0027334
369,38504,0.60508,0.28587,0.90115,0.9487,0.9714,0.9577,0.76736,0.88152,0.41728,1.11487,0.0027136,0.0027136,0.0027136
370,38608.8,0.60685,0.28592,0.90814,0.9514,0.96879,0.95737,0.76712,0.88116,0.41729,1.11462,0.0026938,0.0026938,0.0026938
371,38715.8,0.59838,0.2814,0.8987,0.95162,0.96879,0.95729,0.76712,0.88069,0.41683,1.11436,0.002674,0.002674,0.002674
372,38819,0.59222,0.28134,0.89999,0.95155,0.96879,0.95712,0.76656,0.88031,0.41645,1.11415,0.0026542,0.0026542,0.0026542
373,38923.2,0.60825,0.2894,0.90146,0.95283,0.96982,0.95711,0.76693,0.87975,0.41616,1.11385,0.0026344,0.0026344,0.0026344
374,39026.8,0.58408,0.27617,0.89635,0.95276,0.96977,0.95714,0.76704,0.87935,0.41591,1.11365,0.0026146,0.0026146,0.0026146
375,39131.4,0.58575,0.28143,0.89436,0.95254,0.96948,0.95711,0.76743,0.87883,0.41576,1.11315,0.0025948,0.0025948,0.0025948
376,39235.1,0.60224,0.28619,0.90259,0.95227,0.96948,0.95716,0.76754,0.87833,0.41624,1.11272,0.002575,0.002575,0.002575
377,39339.7,0.58928,0.27936,0.89588,0.95256,0.96948,0.95741,0.76732,0.87784,0.4157,1.11206,0.0025552,0.0025552,0.0025552
378,39442.3,0.59115,0.27654,0.89798,0.95261,0.96948,0.95742,0.76786,0.87714,0.41607,1.11154,0.0025354,0.0025354,0.0025354
379,39546.6,0.58,0.27385,0.89209,0.95249,0.96948,0.95747,0.7679,0.87661,0.41594,1.11094,0.0025156,0.0025156,0.0025156
380,39649.5,0.58839,0.28011,0.89899,0.95262,0.9696,0.95746,0.76764,0.87623,0.41573,1.11074,0.0024958,0.0024958,0.0024958
381,39752.3,0.58878,0.27772,0.89329,0.95258,0.9696,0.95708,0.76747,0.87579,0.41566,1.11028,0.002476,0.002476,0.002476
382,39853.3,0.58743,0.28131,0.88859,0.95262,0.9696,0.95707,0.76727,0.87534,0.41611,1.10983,0.0024562,0.0024562,0.0024562
383,39956.7,0.58561,0.27312,0.88595,0.95249,0.96962,0.95689,0.76759,0.87481,0.41593,1.10945,0.0024364,0.0024364,0.0024364
384,40060.5,0.58205,0.2775,0.89856,0.95228,0.96983,0.9569,0.76687,0.87453,0.41621,1.10916,0.0024166,0.0024166,0.0024166
385,40165.4,0.571,0.27178,0.89151,0.95343,0.9694,0.95692,0.76717,0.87406,0.41604,1.10874,0.0023968,0.0023968,0.0023968
386,40271,0.57331,0.27197,0.89511,0.95342,0.96937,0.95674,0.76745,0.87321,0.41557,1.10847,0.002377,0.002377,0.002377
387,40377.4,0.58657,0.27622,0.89542,0.9529,0.96882,0.9567,0.76765,0.87278,0.41559,1.10811,0.0023572,0.0023572,0.0023572
388,40480.1,0.57551,0.27274,0.89328,0.95229,0.96995,0.9567,0.76782,0.87233,0.41554,1.10776,0.0023374,0.0023374,0.0023374
389,40584.3,0.59239,0.27819,0.90142,0.95161,0.9705,0.95634,0.76792,0.87167,0.41573,1.10728,0.0023176,0.0023176,0.0023176
390,40690.1,0.57491,0.27413,0.89189,0.95153,0.9705,0.95616,0.76771,0.87106,0.41529,1.10688,0.0022978,0.0022978,0.0022978
391,40792.5,0.56391,0.26792,0.89542,0.95152,0.9705,0.9554,0.76732,0.8704,0.41422,1.10659,0.002278,0.002278,0.002278
392,40897.6,0.56982,0.27334,0.89117,0.95103,0.97075,0.95529,0.76755,0.86988,0.41419,1.10628,0.0022582,0.0022582,0.0022582
393,41002.8,0.58023,0.28069,0.89615,0.95021,0.97149,0.95538,0.76704,0.86945,0.41414,1.10624,0.0022384,0.0022384,0.0022384
394,41105.6,0.56785,0.27328,0.89372,0.95024,0.97149,0.95557,0.76692,0.86886,0.41381,1.10603,0.0022186,0.0022186,0.0022186
395,41209,0.57129,0.27131,0.89919,0.9495,0.97289,0.95567,0.767,0.8683,0.41387,1.1057,0.0021988,0.0021988,0.0021988
396,41311,0.56523,0.27042,0.89163,0.95064,0.97171,0.95578,0.76674,0.86777,0.41379,1.10551,0.002179,0.002179,0.002179
397,41413.2,0.57316,0.27069,0.89565,0.95061,0.97289,0.95574,0.76716,0.86702,0.41387,1.10509,0.0021592,0.0021592,0.0021592
398,41514.7,0.56362,0.26848,0.88348,0.94985,0.97312,0.95568,0.76747,0.86651,0.41405,1.10478,0.0021394,0.0021394,0.0021394
399,41618,0.55779,0.26726,0.88814,0.94986,0.9731,0.95579,0.76757,0.86591,0.41383,1.10447,0.0021196,0.0021196,0.0021196
400,41722.4,0.56613,0.2654,0.8895,0.94997,0.97232,0.95562,0.76812,0.86538,0.414,1.10395,0.0020998,0.0020998,0.0020998
401,41826,0.5616,0.27429,0.88,0.94995,0.97236,0.95597,0.76847,0.86504,0.41379,1.10355,0.00208,0.00208,0.00208
402,41929.5,0.55831,0.27081,0.88567,0.94993,0.97225,0.95601,0.76821,0.86428,0.41362,1.10302,0.0020602,0.0020602,0.0020602
403,42033.5,0.55716,0.26626,0.88782,0.94991,0.97218,0.95602,0.76868,0.864,0.41345,1.10246,0.0020404,0.0020404,0.0020404
404,42136.6,0.5585,0.26434,0.88303,0.94995,0.97218,0.95617,0.76909,0.86327,0.41302,1.10188,0.0020206,0.0020206,0.0020206
405,42240.9,0.55305,0.2624,0.88485,0.95146,0.97145,0.95607,0.76887,0.86294,0.4132,1.10162,0.0020008,0.0020008,0.0020008
406,42345.2,0.56444,0.28041,0.89066,0.95146,0.97143,0.95609,0.76904,0.86262,0.41335,1.10148,0.001981,0.001981,0.001981
407,42450.9,0.55033,0.2587,0.88843,0.95147,0.97159,0.95618,0.76966,0.86241,0.41336,1.10156,0.0019612,0.0019612,0.0019612
408,42551.2,0.54901,0.26089,0.88038,0.95168,0.97094,0.95617,0.76979,0.86213,0.41328,1.10152,0.0019414,0.0019414,0.0019414
409,42654.5,0.54356,0.26216,0.882,0.95168,0.97094,0.95608,0.76918,0.86175,0.41302,1.10155,0.0019216,0.0019216,0.0019216
410,42756,0.54469,0.26093,0.88226,0.95171,0.97091,0.95611,0.76973,0.86155,0.4133,1.10157,0.0019018,0.0019018,0.0019018
411,42861.3,0.5535,0.26537,0.88714,0.95133,0.97143,0.95581,0.76951,0.86107,0.41365,1.1015,0.001882,0.001882,0.001882
412,42963.6,0.54506,0.26267,0.88293,0.95182,0.97043,0.95577,0.76976,0.86065,0.41369,1.10142,0.0018622,0.0018622,0.0018622
413,43067.1,0.5399,0.26023,0.88059,0.95003,0.97287,0.95573,0.76948,0.86015,0.41386,1.10121,0.0018424,0.0018424,0.0018424
414,43169.7,0.56025,0.26311,0.88809,0.95228,0.97092,0.95588,0.76915,0.85967,0.41409,1.10117,0.0018226,0.0018226,0.0018226
415,43273.8,0.54146,0.26072,0.88685,0.95227,0.97092,0.95588,0.7694,0.85899,0.41394,1.1009,0.0018028,0.0018028,0.0018028
416,43379.1,0.54231,0.26188,0.8838,0.95117,0.97268,0.95588,0.76958,0.85841,0.41364,1.1007,0.001783,0.001783,0.001783
417,43481.5,0.53889,0.25996,0.8861,0.95118,0.97286,0.9559,0.76973,0.85789,0.41333,1.10058,0.0017632,0.0017632,0.0017632
418,43583.3,0.53065,0.25843,0.88699,0.95118,0.97287,0.95588,0.76951,0.85728,0.41288,1.10032,0.0017434,0.0017434,0.0017434
419,43683.9,0.54944,0.26298,0.88586,0.95119,0.97288,0.95579,0.76943,0.85654,0.41319,1.10007,0.0017236,0.0017236,0.0017236
420,43787.3,0.53205,0.25275,0.88197,0.95119,0.97285,0.95595,0.76954,0.85617,0.41349,1.09996,0.0017038,0.0017038,0.0017038
421,43890.2,0.53522,0.25581,0.8784,0.95119,0.97284,0.95598,0.76977,0.85569,0.41362,1.09974,0.001684,0.001684,0.001684
422,43992.6,0.53311,0.25549,0.88177,0.95118,0.97285,0.95576,0.76949,0.85538,0.41417,1.09975,0.0016642,0.0016642,0.0016642
423,44096.3,0.52957,0.25261,0.87752,0.95116,0.97281,0.95589,0.76968,0.85492,0.4139,1.0994,0.0016444,0.0016444,0.0016444
424,44200,0.52424,0.25386,0.87209,0.95112,0.97281,0.95613,0.76998,0.85434,0.41391,1.09916,0.0016246,0.0016246,0.0016246
425,44304.3,0.53161,0.25883,0.87516,0.95108,0.97282,0.95601,0.76994,0.8539,0.41387,1.0989,0.0016048,0.0016048,0.0016048
426,44406.3,0.51873,0.25004,0.87291,0.95105,0.97282,0.95564,0.76993,0.85353,0.41391,1.09907,0.001585,0.001585,0.001585
427,44509.8,0.52242,0.25291,0.87117,0.95103,0.97281,0.95584,0.77027,0.85293,0.41464,1.09866,0.0015652,0.0015652,0.0015652
428,44611.3,0.53391,0.2576,0.87853,0.951,0.97278,0.95573,0.77039,0.85258,0.41494,1.09842,0.0015454,0.0015454,0.0015454
429,44715.9,0.52092,0.25164,0.87595,0.95097,0.9728,0.95569,0.77026,0.85224,0.415,1.09836,0.0015256,0.0015256,0.0015256
430,44818,0.52176,0.24888,0.87603,0.95098,0.97285,0.95583,0.77036,0.85188,0.41548,1.09805,0.0015058,0.0015058,0.0015058
431,44925.1,0.5188,0.25117,0.87232,0.95098,0.9731,0.95625,0.77085,0.85153,0.41585,1.09793,0.001486,0.001486,0.001486
432,45034,0.51099,0.24626,0.8666,0.95098,0.9732,0.95612,0.77093,0.85079,0.41589,1.09728,0.0014662,0.0014662,0.0014662
433,45137,0.51382,0.2464,0.86641,0.95098,0.9732,0.9561,0.77049,0.85029,0.41595,1.0966,0.0014464,0.0014464,0.0014464
434,45240.2,0.51383,0.24935,0.87065,0.95097,0.9732,0.95604,0.77107,0.84951,0.41585,1.0961,0.0014266,0.0014266,0.0014266
435,45342.6,0.51164,0.2467,0.86878,0.95095,0.9732,0.95613,0.77131,0.84893,0.41592,1.09567,0.0014068,0.0014068,0.0014068
436,45445.6,0.52406,0.25219,0.87364,0.95097,0.9732,0.95617,0.7713,0.84845,0.41568,1.09537,0.001387,0.001387,0.001387
437,45548.4,0.51288,0.24752,0.87094,0.95095,0.9732,0.95618,0.77151,0.84769,0.41605,1.09476,0.0013672,0.0013672,0.0013672
438,45649.8,0.51515,0.25024,0.8671,0.95094,0.9732,0.95623,0.77129,0.8469,0.41617,1.09411,0.0013474,0.0013474,0.0013474
439,45755.4,0.51335,0.24635,0.86566,0.95094,0.9732,0.95621,0.77174,0.84631,0.41633,1.09353,0.0013276,0.0013276,0.0013276
440,45858.1,0.51378,0.24849,0.86776,0.95094,0.9732,0.95612,0.77162,0.84573,0.41703,1.09299,0.0013078,0.0013078,0.0013078
441,45960.5,0.50844,0.24914,0.86953,0.95093,0.9732,0.95612,0.77177,0.84523,0.4172,1.09255,0.001288,0.001288,0.001288
442,46066.3,0.50575,0.25002,0.86588,0.95095,0.9732,0.95619,0.77214,0.84468,0.41706,1.09206,0.0012682,0.0012682,0.0012682
443,46172.6,0.49251,0.23889,0.86575,0.951,0.9732,0.9563,0.77233,0.84408,0.41715,1.09181,0.0012484,0.0012484,0.0012484
444,46278.4,0.50644,0.24645,0.87433,0.95099,0.9732,0.95626,0.77224,0.84348,0.4174,1.0916,0.0012286,0.0012286,0.0012286
445,46381.5,0.50911,0.24588,0.87229,0.95099,0.9732,0.95604,0.77199,0.84293,0.41733,1.09139,0.0012088,0.0012088,0.0012088
446,46485,0.4912,0.23588,0.8687,0.95097,0.9732,0.9562,0.77225,0.84251,0.41742,1.09123,0.001189,0.001189,0.001189
447,46588.8,0.50225,0.24281,0.87213,0.9506,0.9732,0.95596,0.77199,0.84206,0.41729,1.09135,0.0011692,0.0011692,0.0011692
448,46692,0.49828,0.24274,0.87485,0.95059,0.97319,0.95614,0.77197,0.8416,0.41742,1.09127,0.0011494,0.0011494,0.0011494
449,46796.5,0.49919,0.24304,0.87029,0.95098,0.97313,0.95596,0.77203,0.84113,0.41706,1.09114,0.0011296,0.0011296,0.0011296
450,46897.4,0.49764,0.2401,0.86693,0.95096,0.97311,0.95612,0.77192,0.84053,0.41718,1.09106,0.0011098,0.0011098,0.0011098
451,47000.9,0.48924,0.23914,0.86396,0.95049,0.97315,0.95623,0.7724,0.83994,0.41674,1.09082,0.00109,0.00109,0.00109
452,47105.2,0.48904,0.24067,0.86157,0.95047,0.9731,0.95586,0.77244,0.83957,0.41684,1.09054,0.0010702,0.0010702,0.0010702
453,47209.1,0.48631,0.23532,0.86428,0.95049,0.97307,0.9561,0.7725,0.8392,0.4165,1.09042,0.0010504,0.0010504,0.0010504
454,47310.4,0.48211,0.23102,0.86425,0.95051,0.97302,0.95602,0.77287,0.83871,0.41691,1.09028,0.0010306,0.0010306,0.0010306
455,47413.5,0.49425,0.24369,0.86928,0.95142,0.97256,0.9559,0.77276,0.8383,0.41713,1.08994,0.0010108,0.0010108,0.0010108
456,47515.3,0.48522,0.23676,0.8621,0.95142,0.97255,0.95583,0.77327,0.83791,0.41732,1.08978,0.000991,0.000991,0.000991
457,47615.9,0.47596,0.23283,0.86413,0.95142,0.97258,0.95592,0.77337,0.83735,0.41726,1.08967,0.0009712,0.0009712,0.0009712
458,47720.7,0.48348,0.23699,0.86187,0.95142,0.97258,0.95606,0.7733,0.83684,0.41733,1.08952,0.0009514,0.0009514,0.0009514
459,47823.5,0.47192,0.2328,0.8588,0.95142,0.97258,0.95584,0.77324,0.83621,0.41717,1.08919,0.0009316,0.0009316,0.0009316
460,47931.7,0.48761,0.2386,0.86311,0.95129,0.97241,0.95596,0.77311,0.8358,0.41771,1.08906,0.0009118,0.0009118,0.0009118
461,48035.2,0.46662,0.2305,0.85456,0.95129,0.97242,0.95584,0.7732,0.83539,0.41807,1.08867,0.000892,0.000892,0.000892
462,48137.4,0.4751,0.2336,0.86068,0.95129,0.97243,0.95585,0.77378,0.83484,0.41815,1.08836,0.0008722,0.0008722,0.0008722
463,48240.6,0.46724,0.23092,0.86329,0.95131,0.97242,0.95589,0.77343,0.83423,0.41865,1.08788,0.0008524,0.0008524,0.0008524
464,48344.9,0.48137,0.23266,0.86049,0.95132,0.97244,0.95578,0.77376,0.83393,0.4189,1.0877,0.0008326,0.0008326,0.0008326
465,48447.4,0.46562,0.22803,0.85817,0.95136,0.97241,0.95613,0.77411,0.83358,0.41914,1.08744,0.0008128,0.0008128,0.0008128
466,48550.3,0.46186,0.22688,0.85299,0.95139,0.97242,0.95615,0.77394,0.83317,0.41883,1.08727,0.000793,0.000793,0.000793
467,48654.4,0.46701,0.22701,0.85546,0.95137,0.97243,0.95599,0.77368,0.83263,0.41913,1.087,0.0007732,0.0007732,0.0007732
468,48759.3,0.47463,0.23241,0.85755,0.95108,0.97232,0.95616,0.77433,0.83243,0.41921,1.08684,0.0007534,0.0007534,0.0007534
469,48862.4,0.4708,0.23104,0.85306,0.95108,0.97244,0.95602,0.77444,0.83195,0.41967,1.08655,0.0007336,0.0007336,0.0007336
470,48966.6,0.46099,0.22445,0.85308,0.95108,0.97244,0.95608,0.77469,0.83156,0.41995,1.08611,0.0007138,0.0007138,0.0007138
471,49072.9,0.4709,0.22755,0.85628,0.95108,0.97245,0.95633,0.77515,0.83114,0.41988,1.08581,0.000694,0.000694,0.000694
472,49175.8,0.47424,0.23144,0.85707,0.95105,0.97251,0.95609,0.77538,0.83073,0.41949,1.08536,0.0006742,0.0006742,0.0006742
473,49279.4,0.45518,0.22594,0.85543,0.95065,0.97262,0.95616,0.77564,0.8305,0.41962,1.08509,0.0006544,0.0006544,0.0006544
474,49383.1,0.46055,0.22555,0.8535,0.95063,0.97262,0.95601,0.77528,0.83004,0.41952,1.08473,0.0006346,0.0006346,0.0006346
475,49488,0.46308,0.22756,0.85487,0.95063,0.97261,0.95604,0.77527,0.82962,0.41964,1.0844,0.0006148,0.0006148,0.0006148
476,49589.3,0.46177,0.22513,0.8606,0.95062,0.97261,0.95607,0.77548,0.82903,0.42029,1.08411,0.000595,0.000595,0.000595
477,49691.2,0.44967,0.21998,0.85188,0.95061,0.9726,0.95644,0.77614,0.8286,0.42033,1.08382,0.0005752,0.0005752,0.0005752
478,49795.6,0.45914,0.22423,0.85261,0.95061,0.97261,0.95629,0.77579,0.82844,0.42102,1.08378,0.0005554,0.0005554,0.0005554
479,49901.2,0.45774,0.22529,0.85614,0.95061,0.97261,0.95631,0.7762,0.82872,0.42089,1.08401,0.0005356,0.0005356,0.0005356
480,50004.4,0.44661,0.21974,0.84602,0.9506,0.97259,0.95641,0.77593,0.82829,0.42071,1.08371,0.0005158,0.0005158,0.0005158
481,50106,0.45301,0.22108,0.85126,0.95059,0.9726,0.95631,0.77627,0.82766,0.42042,1.08344,0.000496,0.000496,0.000496
482,50211.9,0.45659,0.22128,0.85464,0.95059,0.97259,0.9562,0.77646,0.82708,0.42066,1.08312,0.0004762,0.0004762,0.0004762
483,50316.1,0.44909,0.22402,0.85113,0.95059,0.97258,0.95599,0.77606,0.82658,0.42059,1.08289,0.0004564,0.0004564,0.0004564
484,50421.5,0.45234,0.22442,0.85722,0.95059,0.97257,0.95597,0.77615,0.82624,0.42086,1.0827,0.0004366,0.0004366,0.0004366
485,50524.8,0.45439,0.22201,0.85439,0.95059,0.97256,0.95615,0.77624,0.82595,0.42166,1.0827,0.0004168,0.0004168,0.0004168
486,50628.1,0.45089,0.22232,0.84919,0.95059,0.97255,0.95603,0.77687,0.82561,0.42179,1.08219,0.000397,0.000397,0.000397
487,50731.3,0.44365,0.21933,0.85196,0.95059,0.97255,0.95617,0.77691,0.82498,0.42197,1.08158,0.0003772,0.0003772,0.0003772
488,50834.8,0.4375,0.21511,0.85197,0.95025,0.97255,0.95627,0.77663,0.82443,0.42188,1.08099,0.0003574,0.0003574,0.0003574
489,50940.2,0.44323,0.21778,0.85021,0.95029,0.97249,0.95614,0.77655,0.8242,0.42202,1.08045,0.0003376,0.0003376,0.0003376
490,51044.2,0.43866,0.21719,0.84634,0.95029,0.97248,0.95599,0.77639,0.8237,0.42189,1.08019,0.0003178,0.0003178,0.0003178
491,51147.4,0.45594,0.20892,0.8495,0.95028,0.97248,0.95599,0.77644,0.82326,0.4221,1.0798,0.000298,0.000298,0.000298
492,51249.7,0.43583,0.19857,0.84434,0.95028,0.97248,0.95629,0.77673,0.82302,0.42245,1.07959,0.0002782,0.0002782,0.0002782
493,51353.8,0.42944,0.19824,0.8419,0.95028,0.97248,0.95624,0.77679,0.82253,0.42237,1.07908,0.0002584,0.0002584,0.0002584
494,51457.1,0.43291,0.20048,0.84125,0.95028,0.97247,0.95625,0.77654,0.82199,0.42195,1.07878,0.0002386,0.0002386,0.0002386
495,51561.4,0.43271,0.1972,0.84457,0.95028,0.97246,0.95609,0.77734,0.82161,0.4224,1.07838,0.0002188,0.0002188,0.0002188
496,51663.9,0.43333,0.20247,0.84212,0.95027,0.97247,0.95619,0.77715,0.82116,0.42197,1.07798,0.000199,0.000199,0.000199
497,51768.5,0.42488,0.19555,0.84085,0.95098,0.97194,0.9561,0.77751,0.82079,0.42226,1.07775,0.0001792,0.0001792,0.0001792
498,51874.4,0.42236,0.19598,0.84192,0.95098,0.97198,0.95635,0.77815,0.82045,0.42216,1.07756,0.0001594,0.0001594,0.0001594
499,51980.1,0.41968,0.19279,0.8393,0.95098,0.97211,0.95642,0.7779,0.81991,0.42181,1.07744,0.0001396,0.0001396,0.0001396
500,52084.2,0.41291,0.19168,0.83256,0.95065,0.97219,0.95639,0.77895,0.81961,0.42159,1.07708,0.0001198,0.0001198,0.0001198
