epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,18610.8,0.85356,0.39422,1.02096,0.95169,0.96464,0.9535,0.73823,0.97283,0.43817,1.17079,0.0064954,0.0064954,0.0064954
179,18713,0.84729,0.39205,1.02428,0.95106,0.96475,0.95314,0.73841,0.97235,0.43783,1.17071,0.0064756,0.0064756,0.0064756
180,18816.4,0.8444,0.39244,1.02117,0.95094,0.96568,0.95294,0.73845,0.97208,0.43781,1.17041,0.0064558,0.0064558,0.0064558
181,18922.9,0.86321,0.39651,1.0214,0.9503,0.96469,0.95211,0.73808,0.97191,0.43783,1.1701,0.006436,0.006436,0.006436
182,19028,0.84625,0.38817,1.0153,0.95029,0.96509,0.95245,0.73849,0.97169,0.43792,1.16982,0.0064162,0.0064162,0.0064162
183,19133.1,0.82622,0.37605,1.01293,0.95034,0.96568,0.95151,0.73821,0.97163,0.43771,1.16965,0.0063964,0.0063964,0.0063964
184,19235.7,0.84048,0.38676,1.02213,0.95017,0.9654,0.95204,0.73821,0.97129,0.43753,1.16964,0.0063766,0.0063766,0.0063766
185,19339.2,0.84563,0.38911,1.01512,0.94983,0.96356,0.95141,0.73875,0.9708,0.43781,1.16925,0.0063568,0.0063568,0.0063568
186,19443.6,0.83682,0.3844,1.01093,0.94834,0.96719,0.95158,0.73849,0.97047,0.43751,1.16886,0.006337,0.006337,0.006337
187,19547.1,0.84801,0.38874,1.01354,0.9487,0.96755,0.95164,0.73873,0.97026,0.43725,1.16881,0.0063172,0.0063172,0.0063172
188,19648.7,0.83133,0.38881,1.01479,0.94828,0.9677,0.95143,0.73901,0.97008,0.43775,1.16921,0.0062974,0.0062974,0.0062974
189,19754.9,0.83994,0.38294,1.02574,0.94797,0.9677,0.95136,0.739,0.96936,0.43736,1.169,0.0062776,0.0062776,0.0062776
190,19855.1,0.82281,0.38753,1.0266,0.94802,0.9677,0.9512,0.73916,0.96902,0.43767,1.16949,0.0062578,0.0062578,0.0062578
191,19958.5,0.8261,0.38658,1.02311,0.94798,0.9677,0.95077,0.73906,0.96847,0.43749,1.1699,0.006238,0.006238,0.006238
192,20060.2,0.82893,0.38518,1.02035,0.94767,0.9677,0.95088,0.73871,0.96843,0.43751,1.17033,0.0062182,0.0062182,0.0062182
193,20165.1,0.83339,0.38381,1.01324,0.94755,0.9677,0.95104,0.73918,0.96821,0.43713,1.17053,0.0061984,0.0061984,0.0061984
194,20267,0.83096,0.38186,1.01152,0.94858,0.96737,0.95091,0.73935,0.96797,0.43683,1.1706,0.0061786,0.0061786,0.0061786
195,20369.6,0.82481,0.38245,1.00178,0.94923,0.96656,0.95088,0.73966,0.96753,0.43609,1.17032,0.0061588,0.0061588,0.0061588
196,20473.7,0.81415,0.3737,0.9933,0.94636,0.96838,0.95172,0.73974,0.96729,0.43642,1.16974,0.006139,0.006139,0.006139
197,20578.9,0.80594,0.3763,0.99511,0.94657,0.96806,0.95225,0.73983,0.96682,0.43665,1.16904,0.0061192,0.0061192,0.0061192
198,20680.8,0.81517,0.37414,1.00226,0.94657,0.96793,0.9523,0.7402,0.96653,0.43668,1.16879,0.0060994,0.0060994,0.0060994
199,20785.1,0.82633,0.37971,1.00672,0.94656,0.96786,0.95198,0.73972,0.96594,0.43683,1.16854,0.0060796,0.0060796,0.0060796
200,20886.8,0.81073,0.37708,1.00326,0.94656,0.96793,0.95232,0.74024,0.96553,0.43678,1.16832,0.0060598,0.0060598,0.0060598
201,20991,0.81701,0.37644,0.99761,0.94623,0.9679,0.95213,0.73978,0.96482,0.43634,1.16787,0.00604,0.00604,0.00604
202,21094.9,0.80603,0.37322,0.99163,0.94624,0.96815,0.95206,0.74008,0.96443,0.43572,1.16713,0.0060202,0.0060202,0.0060202
203,21195.7,0.81226,0.37813,0.99825,0.94683,0.96842,0.95192,0.73973,0.96405,0.43577,1.1667,0.0060004,0.0060004,0.0060004
204,21298.2,0.81687,0.37528,0.99264,0.94674,0.96812,0.95141,0.73992,0.96366,0.43588,1.16617,0.0059806,0.0059806,0.0059806
205,21402.7,0.80616,0.37347,0.9971,0.94526,0.96942,0.95135,0.73975,0.9632,0.436,1.16577,0.0059608,0.0059608,0.0059608
206,21505.1,0.81966,0.37449,0.99311,0.94523,0.9693,0.95116,0.74011,0.96283,0.43554,1.16507,0.005941,0.005941,0.005941
207,21607.2,0.80135,0.36902,1.00312,0.94519,0.96932,0.95122,0.74032,0.9623,0.43519,1.16478,0.0059212,0.0059212,0.0059212
208,21711.9,0.81368,0.37601,1.00318,0.94514,0.96957,0.95131,0.74057,0.96093,0.43375,1.16385,0.0059014,0.0059014,0.0059014
209,21816.9,0.79851,0.37291,0.9963,0.94515,0.96951,0.9514,0.74089,0.96036,0.43328,1.16336,0.0058816,0.0058816,0.0058816
210,21921,0.81013,0.36986,1.00506,0.94518,0.96946,0.95122,0.74098,0.96013,0.4329,1.1633,0.0058618,0.0058618,0.0058618
211,22025.8,0.80318,0.37181,0.9962,0.94525,0.96946,0.95114,0.74087,0.9596,0.43286,1.16295,0.005842,0.005842,0.005842
212,22128.6,0.78901,0.36722,0.9949,0.94502,0.96908,0.95058,0.74135,0.9589,0.43286,1.16234,0.0058222,0.0058222,0.0058222
213,22233.3,0.79369,0.3683,0.98624,0.94541,0.96905,0.9508,0.74122,0.95852,0.43304,1.16196,0.0058024,0.0058024,0.0058024
214,22337.6,0.79677,0.36299,0.98324,0.94539,0.96938,0.95107,0.74127,0.95842,0.43336,1.16188,0.0057826,0.0057826,0.0057826
215,22444.1,0.78424,0.35945,0.98562,0.94621,0.96944,0.95229,0.74128,0.95812,0.4337,1.16117,0.0057628,0.0057628,0.0057628
216,22549.3,0.79217,0.36657,0.98734,0.94563,0.96877,0.95069,0.74133,0.95769,0.43355,1.16056,0.005743,0.005743,0.005743
217,22653.4,0.79598,0.36526,0.98856,0.94588,0.96872,0.95068,0.74194,0.95725,0.43348,1.15996,0.0057232,0.0057232,0.0057232
218,22758.5,0.79561,0.36962,0.98447,0.94588,0.96872,0.9507,0.74198,0.95654,0.4332,1.15916,0.0057034,0.0057034,0.0057034
219,22865.8,0.80019,0.36456,0.98717,0.94593,0.96872,0.95066,0.74149,0.9562,0.43368,1.15871,0.0056836,0.0056836,0.0056836
220,22967.9,0.78809,0.36281,0.99236,0.94597,0.96872,0.95063,0.74202,0.95572,0.4337,1.15845,0.0056638,0.0056638,0.0056638
221,23070.2,0.79471,0.35957,0.99059,0.94601,0.96872,0.95069,0.74221,0.95518,0.43358,1.15806,0.005644,0.005644,0.005644
222,23174.3,0.77522,0.36171,0.98696,0.94613,0.96873,0.95076,0.74236,0.95445,0.43374,1.15778,0.0056242,0.0056242,0.0056242
223,23280.9,0.77434,0.35691,0.98896,0.94617,0.96872,0.95064,0.74231,0.95415,0.43358,1.15751,0.0056044,0.0056044,0.0056044
224,23383,0.77532,0.35161,0.98669,0.94608,0.96882,0.95057,0.74245,0.9539,0.43316,1.15754,0.0055846,0.0055846,0.0055846
225,23486.9,0.77185,0.36525,0.98676,0.94628,0.9689,0.95068,0.74192,0.95348,0.4331,1.15749,0.0055648,0.0055648,0.0055648
226,23589.8,0.77938,0.36317,0.9872,0.94662,0.96877,0.95064,0.74245,0.95302,0.43291,1.1574,0.005545,0.005545,0.005545
227,23692.9,0.77838,0.35977,0.97853,0.94662,0.96877,0.95066,0.74256,0.95265,0.43299,1.15705,0.0055252,0.0055252,0.0055252
228,23800.9,0.78286,0.35922,0.98663,0.94659,0.96925,0.95074,0.74192,0.95162,0.43261,1.15652,0.0055054,0.0055054,0.0055054
229,23905.6,0.77185,0.3618,0.97661,0.94655,0.96914,0.95078,0.7426,0.95119,0.43244,1.15657,0.0054856,0.0054856,0.0054856
230,24008.3,0.75807,0.35355,0.98082,0.94622,0.96907,0.95095,0.74282,0.95065,0.43259,1.15637,0.0054658,0.0054658,0.0054658
231,24113.8,0.78537,0.35756,0.98865,0.94648,0.96886,0.95089,0.74298,0.95084,0.43216,1.15652,0.005446,0.005446,0.005446
232,24215.9,0.77989,0.36081,0.97623,0.94719,0.96774,0.9508,0.74313,0.95023,0.43178,1.15618,0.0054262,0.0054262,0.0054262
233,24320.3,0.78391,0.35972,0.98492,0.94758,0.96774,0.95094,0.74373,0.9498,0.43139,1.15592,0.0054064,0.0054064,0.0054064
234,24425.5,0.78185,0.36105,0.9895,0.94768,0.96774,0.95123,0.74429,0.94935,0.43124,1.15582,0.0053866,0.0053866,0.0053866
235,24529.2,0.76489,0.35189,0.98013,0.94799,0.96635,0.951,0.74389,0.94858,0.43134,1.15534,0.0053668,0.0053668,0.0053668
236,24633.9,0.77147,0.35273,0.9801,0.94808,0.96774,0.95105,0.74376,0.94843,0.43127,1.15508,0.005347,0.005347,0.005347
237,24738.9,0.7705,0.35532,0.98804,0.94797,0.96774,0.9509,0.7442,0.94777,0.43139,1.15475,0.0053272,0.0053272,0.0053272
238,24844.6,0.77377,0.35748,0.97379,0.94803,0.96789,0.95145,0.74475,0.94734,0.43138,1.15423,0.0053074,0.0053074,0.0053074
239,24953,0.75817,0.35051,0.97627,0.94798,0.96792,0.95137,0.74504,0.94708,0.43172,1.15425,0.0052876,0.0052876,0.0052876
240,25057.5,0.75796,0.3464,0.96902,0.94836,0.9679,0.95125,0.74534,0.94692,0.43196,1.15396,0.0052678,0.0052678,0.0052678
241,25163.2,0.76732,0.35443,0.97475,0.94829,0.96792,0.95152,0.74547,0.94664,0.43255,1.15366,0.005248,0.005248,0.005248
242,25268.5,0.76586,0.35564,0.97509,0.94829,0.96791,0.9517,0.74575,0.94606,0.43241,1.15324,0.0052282,0.0052282,0.0052282
243,25372.3,0.74899,0.35067,0.97776,0.94824,0.96792,0.9518,0.74555,0.94538,0.43234,1.15294,0.0052084,0.0052084,0.0052084
244,25475.1,0.75123,0.34413,0.97219,0.94826,0.96791,0.95223,0.74544,0.9451,0.433,1.15311,0.0051886,0.0051886,0.0051886
245,25580.5,0.74797,0.34737,0.97944,0.94819,0.96792,0.95187,0.74547,0.94477,0.43336,1.15313,0.0051688,0.0051688,0.0051688
246,25685.5,0.75224,0.34904,0.97173,0.94813,0.96793,0.95216,0.74617,0.94447,0.43348,1.15305,0.005149,0.005149,0.005149
247,25790.3,0.74515,0.3501,0.97004,0.94807,0.96793,0.95219,0.74597,0.94423,0.43347,1.15281,0.0051292,0.0051292,0.0051292
248,25894.5,0.75812,0.34898,0.97117,0.94843,0.96792,0.95219,0.74629,0.94333,0.43269,1.15239,0.0051094,0.0051094,0.0051094
249,25996.9,0.74091,0.33996,0.95787,0.94855,0.9679,0.95186,0.74613,0.94278,0.43271,1.15191,0.0050896,0.0050896,0.0050896
250,26101.1,0.74881,0.34919,0.96304,0.94852,0.9679,0.95182,0.74612,0.94232,0.43283,1.15167,0.0050698,0.0050698,0.0050698
251,26205.3,0.76097,0.3495,0.97116,0.94841,0.9679,0.95189,0.74675,0.94151,0.43299,1.15088,0.00505,0.00505,0.00505
252,26310.1,0.7502,0.34593,0.96376,0.94829,0.9679,0.95185,0.74652,0.94082,0.43291,1.15015,0.0050302,0.0050302,0.0050302
253,26415,0.74632,0.3414,0.95938,0.94829,0.9679,0.95181,0.74732,0.94031,0.4329,1.14975,0.0050104,0.0050104,0.0050104
254,26518.3,0.7358,0.34156,0.962,0.94826,0.96748,0.95173,0.74713,0.9401,0.43276,1.14955,0.0049906,0.0049906,0.0049906
255,26623.2,0.74544,0.34486,0.97112,0.94822,0.96706,0.95189,0.74711,0.93971,0.43278,1.14923,0.0049708,0.0049708,0.0049708
256,26726,0.74894,0.3471,0.96237,0.94844,0.96646,0.95223,0.74753,0.93918,0.43245,1.14884,0.004951,0.004951,0.004951
257,26831.1,0.74182,0.34477,0.96501,0.9485,0.96635,0.95246,0.74726,0.93852,0.43225,1.14838,0.0049312,0.0049312,0.0049312
258,26934.3,0.7254,0.33345,0.96847,0.94862,0.96635,0.95308,0.74817,0.93806,0.43171,1.14829,0.0049114,0.0049114,0.0049114
259,27036.5,0.73448,0.34272,0.96646,0.94726,0.9665,0.95247,0.74863,0.93728,0.43115,1.14768,0.0048916,0.0048916,0.0048916
260,27142.5,0.7321,0.33892,0.96112,0.94726,0.96651,0.95278,0.74852,0.9371,0.43095,1.14768,0.0048718,0.0048718,0.0048718
261,27247.4,0.7252,0.34338,0.95707,0.94726,0.96648,0.95295,0.74917,0.93651,0.43067,1.14717,0.004852,0.004852,0.004852
262,27349.6,0.74212,0.34341,0.96414,0.94758,0.9664,0.95297,0.74943,0.93564,0.43047,1.14651,0.0048322,0.0048322,0.0048322
263,27452.8,0.72972,0.3375,0.95935,0.94741,0.9664,0.95289,0.74966,0.93513,0.43012,1.14616,0.0048124,0.0048124,0.0048124
264,27557.2,0.72806,0.33463,0.95137,0.94755,0.96639,0.95281,0.74931,0.93438,0.42991,1.14558,0.0047926,0.0047926,0.0047926
265,27662.4,0.7325,0.33728,0.9519,0.94732,0.96715,0.95293,0.74976,0.93407,0.43,1.14506,0.0047728,0.0047728,0.0047728
266,27766.7,0.72404,0.33885,0.95073,0.94733,0.96725,0.95282,0.75007,0.93369,0.42998,1.14477,0.004753,0.004753,0.004753
267,27872.8,0.72585,0.33129,0.95178,0.94732,0.96713,0.95286,0.74966,0.93311,0.43035,1.14436,0.0047332,0.0047332,0.0047332
268,27978.1,0.7199,0.33618,0.94911,0.94733,0.96725,0.95303,0.75003,0.93278,0.43011,1.14421,0.0047134,0.0047134,0.0047134
269,28083,0.72751,0.34296,0.96487,0.94734,0.96739,0.95305,0.75048,0.93256,0.43004,1.14421,0.0046936,0.0046936,0.0046936
270,28188.4,0.72119,0.33655,0.95224,0.94734,0.96745,0.95297,0.7508,0.93207,0.42964,1.14389,0.0046738,0.0046738,0.0046738
271,28294,0.73048,0.34001,0.95133,0.94733,0.96739,0.9532,0.75142,0.93148,0.42957,1.14321,0.004654,0.004654,0.004654
272,28399.5,0.73029,0.33893,0.95013,0.94733,0.9676,0.95337,0.75148,0.93106,0.42957,1.14249,0.0046342,0.0046342,0.0046342
273,28503.7,0.71518,0.33426,0.94901,0.94724,0.96752,0.95361,0.75138,0.93084,0.42952,1.14243,0.0046144,0.0046144,0.0046144
274,28607.7,0.71117,0.33233,0.95486,0.94822,0.96737,0.95369,0.75183,0.93062,0.42973,1.14207,0.0045946,0.0045946,0.0045946
275,28714.7,0.72196,0.33543,0.95673,0.94884,0.96806,0.95483,0.75192,0.93011,0.42924,1.14182,0.0045748,0.0045748,0.0045748
276,28817.9,0.72063,0.3321,0.94902,0.94893,0.96806,0.95477,0.75183,0.92947,0.42895,1.14137,0.004555,0.004555,0.004555
277,28921.9,0.71538,0.33342,0.94431,0.94975,0.96806,0.95474,0.75207,0.92901,0.42833,1.14078,0.0045352,0.0045352,0.0045352
278,29027.3,0.71449,0.33183,0.95116,0.94979,0.96778,0.95486,0.75246,0.9283,0.42742,1.14033,0.0045154,0.0045154,0.0045154
279,29131.5,0.70604,0.32332,0.94548,0.94984,0.96738,0.95497,0.75299,0.92799,0.42707,1.13987,0.0044956,0.0044956,0.0044956
280,29235.7,0.70851,0.32858,0.95285,0.94982,0.96762,0.95532,0.75297,0.92737,0.42687,1.13952,0.0044758,0.0044758,0.0044758
281,29338.1,0.69734,0.32683,0.94124,0.94979,0.96791,0.95522,0.75293,0.92673,0.42603,1.13897,0.004456,0.004456,0.004456
282,29443.3,0.70274,0.33047,0.94067,0.94978,0.96793,0.95552,0.7529,0.9263,0.42558,1.13879,0.0044362,0.0044362,0.0044362
283,29547.4,0.70067,0.33326,0.94518,0.94956,0.96786,0.95545,0.75334,0.92547,0.4252,1.13834,0.0044164,0.0044164,0.0044164
284,29653.7,0.7107,0.33503,0.9525,0.94959,0.96806,0.95534,0.75338,0.9247,0.42498,1.13789,0.0043966,0.0043966,0.0043966
285,29757.9,0.70088,0.33424,0.94581,0.95,0.96786,0.95544,0.75336,0.92387,0.42475,1.13738,0.0043768,0.0043768,0.0043768
286,29859.3,0.71428,0.33307,0.94005,0.94969,0.96806,0.95538,0.75396,0.92345,0.42481,1.13704,0.004357,0.004357,0.004357
287,29964.9,0.69554,0.33093,0.94583,0.94945,0.96806,0.95539,0.75373,0.92289,0.42452,1.13663,0.0043372,0.0043372,0.0043372
288,30066,0.70564,0.33171,0.95191,0.94973,0.96806,0.95546,0.75435,0.92255,0.42431,1.13671,0.0043174,0.0043174,0.0043174
289,30171.1,0.69843,0.32656,0.95297,0.94972,0.96806,0.9558,0.75529,0.92228,0.42384,1.13661,0.0042976,0.0042976,0.0042976
290,30274.2,0.70511,0.32816,0.95007,0.94947,0.96806,0.95596,0.75533,0.92172,0.42366,1.13644,0.0042778,0.0042778,0.0042778
291,30377.8,0.69372,0.32675,0.94833,0.95005,0.96779,0.95593,0.75538,0.92125,0.42322,1.13631,0.004258,0.004258,0.004258
292,30484.9,0.71621,0.3288,0.95657,0.94982,0.968,0.95609,0.75591,0.92055,0.42338,1.13598,0.0042382,0.0042382,0.0042382
293,30588.3,0.68761,0.3256,0.94415,0.94963,0.96806,0.95571,0.7559,0.9197,0.42306,1.13562,0.0042184,0.0042184,0.0042184
294,30694.3,0.68841,0.32051,0.94391,0.95035,0.96877,0.95588,0.75594,0.91909,0.42283,1.13531,0.0041986,0.0041986,0.0041986
295,30798.9,0.70173,0.32642,0.94322,0.95031,0.96869,0.95595,0.75655,0.91866,0.4228,1.13514,0.0041788,0.0041788,0.0041788
296,30903.1,0.68559,0.32238,0.94142,0.95031,0.96864,0.95594,0.75624,0.91789,0.42307,1.13479,0.004159,0.004159,0.004159
297,31007.6,0.68127,0.31866,0.94228,0.95038,0.96845,0.95603,0.75678,0.91747,0.42319,1.13449,0.0041392,0.0041392,0.0041392
298,31112.4,0.69779,0.3205,0.95406,0.95024,0.96843,0.95619,0.75695,0.91704,0.42361,1.13438,0.0041194,0.0041194,0.0041194
299,31216.4,0.68944,0.31937,0.94704,0.9508,0.96779,0.9561,0.75697,0.9166,0.4236,1.13427,0.0040996,0.0040996,0.0040996
300,31319.3,0.69273,0.31974,0.94473,0.95087,0.96772,0.95622,0.75672,0.9161,0.42342,1.1339,0.0040798,0.0040798,0.0040798
301,31422.7,0.67466,0.31589,0.93446,0.95088,0.9677,0.95611,0.75682,0.91568,0.4231,1.13374,0.00406,0.00406,0.00406
302,31526,0.67756,0.31652,0.93988,0.95091,0.9677,0.95592,0.75667,0.91494,0.42361,1.13323,0.0040402,0.0040402,0.0040402
303,31629.4,0.68119,0.31999,0.94083,0.95078,0.96774,0.95584,0.75705,0.91467,0.42385,1.1333,0.0040204,0.0040204,0.0040204
304,31734.4,0.68841,0.32257,0.94763,0.94962,0.96774,0.95591,0.75701,0.9141,0.42377,1.13324,0.0040006,0.0040006,0.0040006
305,31836.9,0.67325,0.31351,0.93425,0.94987,0.96803,0.95592,0.75752,0.91348,0.42387,1.133,0.0039808,0.0039808,0.0039808
306,31939.8,0.68208,0.31735,0.93954,0.94981,0.96806,0.95598,0.75762,0.91306,0.42361,1.13291,0.003961,0.003961,0.003961
307,32043.5,0.66985,0.31399,0.93501,0.94978,0.96806,0.95603,0.75713,0.91261,0.42335,1.1327,0.0039412,0.0039412,0.0039412
308,32146.9,0.66948,0.31371,0.93218,0.94992,0.96831,0.95646,0.75824,0.91191,0.42305,1.1322,0.0039214,0.0039214,0.0039214
309,32250.2,0.68403,0.31976,0.93061,0.9499,0.96829,0.95654,0.75797,0.91144,0.42284,1.13195,0.0039016,0.0039016,0.0039016
310,32352.4,0.67522,0.31534,0.93752,0.95039,0.96876,0.95657,0.75833,0.91091,0.42216,1.1316,0.0038818,0.0038818,0.0038818
311,32457.7,0.67151,0.3141,0.93322,0.9505,0.96882,0.9565,0.75817,0.91052,0.42223,1.13113,0.003862,0.003862,0.003862
312,32562.5,0.67036,0.31028,0.92569,0.95047,0.9689,0.95664,0.75838,0.90986,0.42201,1.13083,0.0038422,0.0038422,0.0038422
313,32668.2,0.66159,0.30897,0.93297,0.95057,0.96869,0.95661,0.75889,0.90945,0.42234,1.13077,0.0038224,0.0038224,0.0038224
314,32772.8,0.67319,0.3141,0.9329,0.95056,0.9687,0.9565,0.75916,0.90886,0.42206,1.1304,0.0038026,0.0038026,0.0038026
315,32878.3,0.66804,0.31148,0.93311,0.95057,0.96892,0.95667,0.75943,0.90852,0.42192,1.13038,0.0037828,0.0037828,0.0037828
316,32983.2,0.6656,0.30746,0.93285,0.95012,0.96863,0.95668,0.75978,0.90834,0.42214,1.13015,0.003763,0.003763,0.003763
317,33089.2,0.67295,0.31416,0.93679,0.9502,0.96861,0.95666,0.7598,0.90816,0.42229,1.1302,0.0037432,0.0037432,0.0037432
318,33190.9,0.67012,0.31344,0.92949,0.94998,0.96859,0.9571,0.75984,0.90774,0.42234,1.12999,0.0037234,0.0037234,0.0037234
319,33296.7,0.6781,0.31374,0.93395,0.95037,0.96849,0.95709,0.75994,0.90726,0.4219,1.12977,0.0037036,0.0037036,0.0037036
320,33399.6,0.66631,0.31312,0.93946,0.95051,0.96843,0.95699,0.76005,0.90672,0.42156,1.1295,0.0036838,0.0036838,0.0036838
321,33507,0.66237,0.31085,0.93226,0.95032,0.96851,0.95676,0.7599,0.90622,0.42112,1.12932,0.003664,0.003664,0.003664
322,33610.6,0.66503,0.30927,0.92911,0.95054,0.96854,0.95669,0.76008,0.90561,0.42103,1.12906,0.0036442,0.0036442,0.0036442
323,33714.6,0.66022,0.31257,0.92757,0.9506,0.9687,0.95705,0.76052,0.90524,0.42081,1.1288,0.0036244,0.0036244,0.0036244
324,33819.4,0.65456,0.30747,0.92709,0.95078,0.96826,0.95693,0.76048,0.90478,0.4207,1.12849,0.0036046,0.0036046,0.0036046
325,33923.4,0.65311,0.30676,0.92883,0.95082,0.96812,0.95683,0.76033,0.90423,0.42031,1.12821,0.0035848,0.0035848,0.0035848
326,34029.4,0.66307,0.31151,0.93074,0.95122,0.9681,0.95665,0.76035,0.90403,0.42063,1.12815,0.003565,0.003565,0.003565
327,34135.6,0.65465,0.30731,0.92775,0.9516,0.96843,0.95664,0.76043,0.90375,0.4207,1.12802,0.0035452,0.0035452,0.0035452
328,34240.1,0.65811,0.30633,0.91879,0.95134,0.96863,0.95678,0.76067,0.9035,0.42104,1.12782,0.0035254,0.0035254,0.0035254
329,34343.6,0.65832,0.30773,0.91422,0.95097,0.96843,0.95673,0.76115,0.90304,0.4213,1.12761,0.0035056,0.0035056,0.0035056
330,34444.9,0.64779,0.29941,0.91849,0.95133,0.96884,0.95691,0.76109,0.90264,0.42145,1.12718,0.0034858,0.0034858,0.0034858
331,34548.8,0.64769,0.30331,0.92271,0.95117,0.96883,0.95679,0.761,0.90226,0.42119,1.12689,0.003466,0.003466,0.003466
332,34650.8,0.6474,0.30732,0.92176,0.95109,0.96882,0.95679,0.7615,0.90195,0.4211,1.12643,0.0034462,0.0034462,0.0034462
333,34755.2,0.65492,0.3119,0.92433,0.95047,0.96912,0.95679,0.76149,0.90144,0.4208,1.12626,0.0034264,0.0034264,0.0034264
334,34856.6,0.64045,0.30254,0.9199,0.9504,0.96912,0.95686,0.76127,0.90119,0.4212,1.12595,0.0034066,0.0034066,0.0034066
335,34959.7,0.65662,0.30794,0.92215,0.95044,0.96912,0.95706,0.76181,0.9011,0.42055,1.12602,0.0033868,0.0033868,0.0033868
336,35063.6,0.63433,0.30357,0.91711,0.95015,0.97014,0.95696,0.7625,0.90073,0.42063,1.12591,0.003367,0.003367,0.003367
337,35163.7,0.64723,0.30464,0.91793,0.94994,0.97014,0.957,0.76271,0.90034,0.42077,1.12581,0.0033472,0.0033472,0.0033472
338,35268,0.6321,0.29573,0.91065,0.94997,0.97019,0.95713,0.76301,0.89968,0.42034,1.125,0.0033274,0.0033274,0.0033274
339,35372.6,0.63701,0.30242,0.90998,0.94984,0.97042,0.95716,0.76322,0.89933,0.42036,1.12447,0.0033076,0.0033076,0.0033076
340,35476.9,0.6307,0.29646,0.90768,0.9506,0.96948,0.9573,0.7633,0.89868,0.42081,1.12359,0.0032878,0.0032878,0.0032878
341,35582.7,0.64324,0.29726,0.91565,0.95076,0.96943,0.95724,0.76346,0.89783,0.42059,1.12299,0.003268,0.003268,0.003268
342,35690.6,0.62633,0.29496,0.91086,0.951,0.96956,0.95737,0.76329,0.89717,0.42023,1.12236,0.0032482,0.0032482,0.0032482
343,35795.5,0.6278,0.29674,0.90666,0.95099,0.96936,0.95746,0.76324,0.89657,0.42075,1.12192,0.0032284,0.0032284,0.0032284
344,35901.3,0.63891,0.3083,0.9265,0.94766,0.97183,0.95742,0.76385,0.89603,0.42094,1.12164,0.0032086,0.0032086,0.0032086
345,36001.8,0.64026,0.30951,0.92504,0.94766,0.97182,0.95745,0.76341,0.89548,0.42095,1.12154,0.0031888,0.0031888,0.0031888
346,36104.4,0.62664,0.29681,0.91215,0.94767,0.97177,0.95739,0.76333,0.89456,0.42047,1.12109,0.003169,0.003169,0.003169
347,36207.5,0.63005,0.29779,0.91291,0.94767,0.97138,0.95726,0.7633,0.89325,0.41989,1.1203,0.0031492,0.0031492,0.0031492
348,36311.9,0.62366,0.29511,0.91395,0.94767,0.97138,0.95736,0.76364,0.89241,0.41937,1.11979,0.0031294,0.0031294,0.0031294
349,36416.6,0.62625,0.29558,0.91293,0.94766,0.97147,0.95749,0.76428,0.89162,0.4194,1.11939,0.0031096,0.0031096,0.0031096
350,36521.9,0.63045,0.29481,0.91922,0.94767,0.97165,0.95771,0.7649,0.89143,0.41952,1.1193,0.0030898,0.0030898,0.0030898
351,36629.4,0.62336,0.29657,0.91861,0.94769,0.97191,0.95769,0.76485,0.89088,0.4189,1.11922,0.00307,0.00307,0.00307
352,36734.5,0.61915,0.29295,0.91131,0.94921,0.97011,0.9575,0.76515,0.89046,0.41879,1.119,0.0030502,0.0030502,0.0030502
353,36839.1,0.62623,0.29554,0.91005,0.94854,0.97031,0.95783,0.76514,0.88991,0.4187,1.1188,0.0030304,0.0030304,0.0030304
354,36943.2,0.61384,0.28698,0.90916,0.94778,0.97149,0.95768,0.76514,0.8893,0.41884,1.11851,0.0030106,0.0030106,0.0030106
355,37047.9,0.6143,0.29696,0.90764,0.94771,0.97149,0.95759,0.76543,0.8888,0.41898,1.11819,0.0029908,0.0029908,0.0029908
356,37153.3,0.6132,0.29073,0.91091,0.94771,0.97149,0.95758,0.76564,0.88865,0.41895,1.11828,0.002971,0.002971,0.002971
357,37258.8,0.61694,0.28969,0.9156,0.9477,0.97149,0.95792,0.76537,0.88815,0.41905,1.11806,0.0029512,0.0029512,0.0029512
358,37363.4,0.61033,0.28927,0.90575,0.94768,0.97149,0.9579,0.76572,0.88757,0.419,1.11782,0.0029314,0.0029314,0.0029314
359,37467.6,0.61743,0.29377,0.90869,0.94769,0.97191,0.95798,0.76557,0.88705,0.41873,1.11758,0.0029116,0.0029116,0.0029116
360,37570.2,0.60323,0.28611,0.90119,0.94768,0.97172,0.95797,0.76609,0.88649,0.41834,1.11693,0.0028918,0.0028918,0.0028918
361,37674,0.61205,0.29251,0.90965,0.94766,0.97153,0.958,0.76662,0.88603,0.41837,1.1168,0.002872,0.002872,0.002872
362,37777.9,0.61481,0.29393,0.91272,0.9489,0.97103,0.95813,0.76713,0.88547,0.41791,1.11646,0.0028522,0.0028522,0.0028522
363,37882.3,0.60011,0.2848,0.9089,0.94872,0.97116,0.95806,0.76656,0.88487,0.41751,1.11618,0.0028324,0.0028324,0.0028324
364,37986.3,0.60829,0.29175,0.91576,0.94879,0.97128,0.95818,0.7667,0.88389,0.41716,1.11585,0.0028126,0.0028126,0.0028126
